Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1739470395,2025-02-13T18:13:15Z,FDB920,"25.598419,54.430134",12500,292,127
1739470398,2025-02-13T18:13:18Z,FDB920,"25.596497,54.433086",12475,294,124
1739470401,2025-02-13T18:13:21Z,FDB920,"25.593863,54.438084",12450,298,119
1739470403,2025-02-13T18:13:23Z,FDB920,"25.592789,54.440563",12425,301,114
1739470405,2025-02-13T18:13:25Z,FDB920,"25.591919,54.442852",12425,302,112
1739470407,2025-02-13T18:13:27Z,FDB920,"25.591003,54.445599",12400,304,109
1739470409,2025-02-13T18:13:29Z,FDB920,"25.590092,54.44907",12375,305,104
1739470416,2025-02-13T18:13:36Z,FDB920,"25.588074,54.460449",12300,308,98
1739470418,2025-02-13T18:13:38Z,FDB920,"25.587662,54.463604",12275,308,98
1739470425,2025-02-13T18:13:45Z,FDB920,"25.586321,54.473946",12225,309,97
1739470427,2025-02-13T18:13:47Z,FDB920,"25.585831,54.477741",12225,309,97
1739470429,2025-02-13T18:13:49Z,FDB920,"25.58539,54.481514",12200,309,97
1739470431,2025-02-13T18:13:51Z,FDB920,"25.585098,54.48354",12200,309,97
1739470434,2025-02-13T18:13:54Z,FDB920,"25.584366,54.489857",12175,309,97
1739470437,2025-02-13T18:13:57Z,FDB920,"25.583992,54.492863",12150,309,97
1739470469,2025-02-13T18:14:29Z,FDB920,"25.578003,54.542847",11875,308,98
1739470482,2025-02-13T18:14:42Z,FDB920,"25.575348,54.563648",11775,309,98
1739470494,2025-02-13T18:14:54Z,FDB920,"25.572739,54.583691",11650,308,97
1739470510,2025-02-13T18:15:10Z,FDB920,"25.569626,54.608662",11525,306,97
1739470526,2025-02-13T18:15:26Z,FDB920,"25.566721,54.631901",11400,306,97
1739470540,2025-02-13T18:15:40Z,FDB920,"25.564133,54.652813",11300,304,97
1739470553,2025-02-13T18:15:53Z,FDB920,"25.561478,54.674328",11175,304,97
1739470567,2025-02-13T18:16:07Z,FDB920,"25.558777,54.696857",11050,304,97
1739470580,2025-02-13T18:16:20Z,FDB920,"25.55648,54.715488",10950,303,97
1739470595,2025-02-13T18:16:35Z,FDB920,"25.55364,54.738811",10825,302,97
1739470610,2025-02-13T18:16:50Z,FDB920,"25.550995,54.761913",10700,304,95
1739470616,2025-02-13T18:16:56Z,FDB920,"25.550894,54.771042",10675,305,87
1739470618,2025-02-13T18:16:58Z,FDB920,"25.551081,54.774151",10650,306,86
1739470621,2025-02-13T18:17:01Z,FDB920,"25.551407,54.77824",10625,305,84
1739470623,2025-02-13T18:17:03Z,FDB920,"25.551773,54.781342",10600,306,82
1739470625,2025-02-13T18:17:05Z,FDB920,"25.552244,54.785088",10575,306,81
1739470627,2025-02-13T18:17:07Z,FDB920,"25.552643,54.787701",10575,306,80
1739470629,2025-02-13T18:17:09Z,FDB920,"25.553268,54.791409",10550,306,79
1739470631,2025-02-13T18:17:11Z,FDB920,"25.553787,54.794312",10525,306,79
1739470633,2025-02-13T18:17:13Z,FDB920,"25.554382,54.797871",10500,306,79
1739470635,2025-02-13T18:17:15Z,FDB920,"25.554886,54.800976",10500,306,79
1739470637,2025-02-13T18:17:17Z,FDB920,"25.55541,54.804054",10475,306,79
1739470639,2025-02-13T18:17:19Z,FDB920,"25.555893,54.807281",10450,305,79
1739470641,2025-02-13T18:17:21Z,FDB920,"25.556396,54.81023",10450,306,80
1739470643,2025-02-13T18:17:23Z,FDB920,"25.556854,54.813282",10425,305,80
1739470658,2025-02-13T18:17:38Z,FDB920,"25.560242,54.836376",10300,304,81
1739470673,2025-02-13T18:17:53Z,FDB920,"25.563417,54.858986",10175,303,81
1739470686,2025-02-13T18:18:06Z,FDB920,"25.566023,54.878418",10075,302,81
1739470701,2025-02-13T18:18:21Z,FDB920,"25.569189,54.901634",9950,301,81
1739470714,2025-02-13T18:18:34Z,FDB920,"25.571936,54.922054",9925,300,81
1739470728,2025-02-13T18:18:48Z,FDB920,"25.574753,54.94339",9825,301,81
1739470741,2025-02-13T18:19:01Z,FDB920,"25.577242,54.962112",9675,301,81
1739470755,2025-02-13T18:19:15Z,FDB920,"25.5802,54.984791",9500,299,81
1739470768,2025-02-13T18:19:28Z,FDB920,"25.582689,55.003777",9325,298,81
1739470782,2025-02-13T18:19:42Z,FDB920,"25.585436,55.024559",9175,296,81
1739470797,2025-02-13T18:19:57Z,FDB920,"25.587996,55.047256",9000,292,86
1739470801,2025-02-13T18:20:01Z,FDB920,"25.587845,55.053204",8950,288,93
1739470804,2025-02-13T18:20:04Z,FDB920,"25.587437,55.057568",8925,286,98
1739470806,2025-02-13T18:20:06Z,FDB920,"25.587021,55.060322",8900,286,100
1739470808,2025-02-13T18:20:08Z,FDB920,"25.586227,55.063995",8875,283,103
1739470810,2025-02-13T18:20:10Z,FDB920,"25.585623,55.066536",8850,284,104
1739470812,2025-02-13T18:20:12Z,FDB920,"25.585016,55.068554",8825,280,108
1739470814,2025-02-13T18:20:14Z,FDB920,"25.583807,55.072079",8800,280,111
1739470816,2025-02-13T18:20:16Z,FDB920,"25.582809,55.074665",8775,278,113
1739470818,2025-02-13T18:20:18Z,FDB920,"25.581711,55.077106",8750,276,116
1739470821,2025-02-13T18:20:21Z,FDB920,"25.580429,55.079853",8725,275,118
1739470823,2025-02-13T18:20:23Z,FDB920,"25.579056,55.082397",8700,274,120
1739470825,2025-02-13T18:20:25Z,FDB920,"25.577522,55.085136",8675,273,121
1739470827,2025-02-13T18:20:27Z,FDB920,"25.576405,55.087158",8650,273,122
1739470829,2025-02-13T18:20:29Z,FDB920,"25.574661,55.090229",8625,273,121
1739470831,2025-02-13T18:20:31Z,FDB920,"25.573658,55.09203",8600,273,121
1739470833,2025-02-13T18:20:33Z,FDB920,"25.572123,55.094776",8575,274,121
1739470835,2025-02-13T18:20:35Z,FDB920,"25.570772,55.09716",8550,274,121
1739470837,2025-02-13T18:20:37Z,FDB920,"25.569489,55.09959",8525,274,121
1739470839,2025-02-13T18:20:39Z,FDB920,"25.568069,55.102131",8500,274,121
1739470841,2025-02-13T18:20:41Z,FDB920,"25.566814,55.104416",8475,274,121
1739470843,2025-02-13T18:20:43Z,FDB920,"25.565186,55.107422",8450,274,121
1739470856,2025-02-13T18:20:56Z,FDB920,"25.557085,55.122242",8300,275,121
1739470870,2025-02-13T18:21:10Z,FDB920,"25.547424,55.139973",8150,276,121
1739470885,2025-02-13T18:21:25Z,FDB920,"25.538223,55.156658",7975,272,121
1739470899,2025-02-13T18:21:39Z,FDB920,"25.528269,55.174789",7800,272,121
1739470914,2025-02-13T18:21:54Z,FDB920,"25.519043,55.191395",7625,272,121
1739470928,2025-02-13T18:22:08Z,FDB920,"25.509184,55.209148",7475,270,121
1739470941,2025-02-13T18:22:21Z,FDB920,"25.501328,55.223286",7325,269,121
1739470955,2025-02-13T18:22:35Z,FDB920,"25.491577,55.240582",7150,268,122
1739470968,2025-02-13T18:22:48Z,FDB920,"25.483658,55.254162",7000,267,123
1739470982,2025-02-13T18:23:02Z,FDB920,"25.473541,55.271099",6800,266,123
1739470997,2025-02-13T18:23:17Z,FDB920,"25.463608,55.287678",6625,259,123
1739471009,2025-02-13T18:23:29Z,FDB920,"25.455505,55.301208",6525,252,123
1739471022,2025-02-13T18:23:42Z,FDB920,"25.447548,55.314503",6400,246,123
1739471036,2025-02-13T18:23:56Z,FDB920,"25.438982,55.328705",6250,241,123
1739471048,2025-02-13T18:24:08Z,FDB920,"25.430929,55.341919",6075,237,123
1739471061,2025-02-13T18:24:21Z,FDB920,"25.423388,55.354252",5925,236,123
1739471075,2025-02-13T18:24:35Z,FDB920,"25.414398,55.368958",5900,234,124
1739471088,2025-02-13T18:24:48Z,FDB920,"25.407074,55.380962",5925,234,123
1739471102,2025-02-13T18:25:02Z,FDB920,"25.398155,55.39576",5925,234,123
1739471115,2025-02-13T18:25:15Z,FDB920,"25.390568,55.408508",5925,234,123
1739471129,2025-02-13T18:25:29Z,FDB920,"25.382034,55.422871",5925,235,123
1739471138,2025-02-13T18:25:38Z,FDB920,"25.376696,55.430328",5925,234,133
1739471140,2025-02-13T18:25:40Z,FDB920,"25.374741,55.4324",5925,232,136
1739471142,2025-02-13T18:25:42Z,FDB920,"25.373018,55.433952",5925,232,141
1739471144,2025-02-13T18:25:44Z,FDB920,"25.371643,55.434925",5925,230,145
1739471146,2025-02-13T18:25:46Z,FDB920,"25.36972,55.436146",5925,228,150
1739471148,2025-02-13T18:25:48Z,FDB920,"25.367798,55.437115",5925,227,155
1739471150,2025-02-13T18:25:50Z,FDB920,"25.365849,55.437946",5925,226,159
1739471152,2025-02-13T18:25:52Z,FDB920,"25.363815,55.438587",5925,226,164
1739471154,2025-02-13T18:25:54Z,FDB920,"25.361893,55.439083",5925,225,170
1739471156,2025-02-13T18:25:56Z,FDB920,"25.359421,55.439453",5925,224,172
1739471158,2025-02-13T18:25:58Z,FDB920,"25.357424,55.439602",5925,224,177
1739471160,2025-02-13T18:26:00Z,FDB920,"25.355164,55.439606",5925,223,181
1739471162,2025-02-13T18:26:02Z,FDB920,"25.352554,55.439404",5925,222,185
1739471164,2025-02-13T18:26:04Z,FDB920,"25.350626,55.439083",5950,220,188
1739471166,2025-02-13T18:26:06Z,FDB920,"25.348345,55.438568",5950,219,192
1739471168,2025-02-13T18:26:08Z,FDB920,"25.346205,55.437946",5950,217,195
1739471171,2025-02-13T18:26:11Z,FDB920,"25.344681,55.437366",5950,216,199
1739471173,2025-02-13T18:26:13Z,FDB920,"25.34285,55.436504",5950,214,202
1739471175,2025-02-13T18:26:15Z,FDB920,"25.34079,55.435436",5925,212,205
1739471177,2025-02-13T18:26:17Z,FDB920,"25.339005,55.434315",5925,211,209
1739471179,2025-02-13T18:26:19Z,FDB920,"25.337357,55.433197",5925,209,212
1739471181,2025-02-13T18:26:21Z,FDB920,"25.335636,55.431778",5925,208,216
1739471183,2025-02-13T18:26:23Z,FDB920,"25.33424,55.430481",5925,207,219
1739471185,2025-02-13T18:26:25Z,FDB920,"25.332844,55.429031",5925,205,224
1739471187,2025-02-13T18:26:27Z,FDB920,"25.3314,55.427269",5925,204,226
1739471189,2025-02-13T18:26:29Z,FDB920,"25.330236,55.425713",5925,202,231
1739471191,2025-02-13T18:26:31Z,FDB920,"25.329163,55.424145",5925,203,234
1739471193,2025-02-13T18:26:33Z,FDB920,"25.32811,55.422314",5925,202,238
1739471195,2025-02-13T18:26:35Z,FDB920,"25.32707,55.420273",5925,202,241
1739471197,2025-02-13T18:26:37Z,FDB920,"25.326139,55.418148",5925,201,245
1739471200,2025-02-13T18:26:40Z,FDB920,"25.325487,55.416386",5925,202,248
1739471202,2025-02-13T18:26:42Z,FDB920,"25.324837,55.414158",5900,202,251
1739471204,2025-02-13T18:26:44Z,FDB920,"25.32431,55.411938",5900,201,255
1739471206,2025-02-13T18:26:46Z,FDB920,"25.323997,55.410427",5875,202,258
1739471208,2025-02-13T18:26:48Z,FDB920,"25.323673,55.407681",5850,203,261
1739471210,2025-02-13T18:26:50Z,FDB920,"25.323532,55.405579",5825,203,267
1739471212,2025-02-13T18:26:52Z,FDB920,"25.323532,55.403545",5825,204,270
1739471214,2025-02-13T18:26:54Z,FDB920,"25.323673,55.401253",5800,204,274
1739471216,2025-02-13T18:26:56Z,FDB920,"25.323906,55.399181",5775,204,277
1739471218,2025-02-13T18:26:58Z,FDB920,"25.324265,55.397083",5750,205,281
1739471221,2025-02-13T18:27:01Z,FDB920,"25.324722,55.39505",5725,206,285
1739471223,2025-02-13T18:27:03Z,FDB920,"25.325363,55.392963",5700,205,288
1739471225,2025-02-13T18:27:05Z,FDB920,"25.326096,55.39093",5700,206,292
1739471227,2025-02-13T18:27:07Z,FDB920,"25.326931,55.38892",5675,206,294
1739471229,2025-02-13T18:27:09Z,FDB920,"25.327789,55.387012",5650,207,296
1739471231,2025-02-13T18:27:11Z,FDB920,"25.328747,55.385086",5625,206,297
1739471233,2025-02-13T18:27:13Z,FDB920,"25.329865,55.382755",5600,206,297
1739471235,2025-02-13T18:27:15Z,FDB920,"25.330795,55.380783",5575,206,297
1739471237,2025-02-13T18:27:17Z,FDB920,"25.331493,55.37928",5550,206,297
1739471239,2025-02-13T18:27:19Z,FDB920,"25.332596,55.376789",5525,206,296
1739471241,2025-02-13T18:27:21Z,FDB920,"25.33342,55.375011",5500,206,296
1739471244,2025-02-13T18:27:24Z,FDB920,"25.334194,55.373219",5475,207,296
1739471246,2025-02-13T18:27:26Z,FDB920,"25.335022,55.371296",5450,207,296
1739471248,2025-02-13T18:27:28Z,FDB920,"25.335917,55.369331",5425,206,295
1739471250,2025-02-13T18:27:30Z,FDB920,"25.336945,55.367023",5400,206,295
1739471262,2025-02-13T18:27:42Z,FDB920,"25.342014,55.355495",5275,207,296
1739471277,2025-02-13T18:27:57Z,FDB920,"25.348251,55.341606",5125,208,296
1739471289,2025-02-13T18:28:09Z,FDB920,"25.354019,55.329639",4975,208,300
1739471291,2025-02-13T18:28:11Z,FDB920,"25.355049,55.327824",4950,208,301
1739471293,2025-02-13T18:28:13Z,FDB920,"25.356073,55.326008",4925,208,301
1739471296,2025-02-13T18:28:16Z,FDB920,"25.357178,55.323994",4900,208,301
1739471298,2025-02-13T18:28:18Z,FDB920,"25.358307,55.322018",4875,208,301
1739471300,2025-02-13T18:28:20Z,FDB920,"25.359238,55.320358",4875,208,301
1739471302,2025-02-13T18:28:22Z,FDB920,"25.360428,55.318195",4850,208,301
1739471304,2025-02-13T18:28:24Z,FDB920,"25.361252,55.316772",4825,208,301
1739471306,2025-02-13T18:28:26Z,FDB920,"25.362396,55.314686",4800,208,301
1739471308,2025-02-13T18:28:28Z,FDB920,"25.363678,55.312397",4775,208,301
1739471310,2025-02-13T18:28:30Z,FDB920,"25.364639,55.310669",4750,208,301
1739471312,2025-02-13T18:28:32Z,FDB920,"25.365616,55.308907",4725,208,301
1739471320,2025-02-13T18:28:40Z,FDB920,"25.369852,55.301289",4650,209,301
1739471329,2025-02-13T18:28:49Z,FDB920,"25.374069,55.293629",4550,209,301
1739471335,2025-02-13T18:28:55Z,FDB920,"25.377228,55.287983",4500,208,301
1739471343,2025-02-13T18:29:03Z,FDB920,"25.381439,55.280354",4425,208,301
1739471352,2025-02-13T18:29:12Z,FDB920,"25.385559,55.272877",4275,208,301
1739471358,2025-02-13T18:29:18Z,FDB920,"25.388474,55.267605",4150,209,301
1739471367,2025-02-13T18:29:27Z,FDB920,"25.393036,55.259262",3975,209,301
1739471373,2025-02-13T18:29:33Z,FDB920,"25.396248,55.253407",3850,208,300
1739471381,2025-02-13T18:29:41Z,FDB920,"25.400208,55.246227",3700,207,301
1739471390,2025-02-13T18:29:50Z,FDB920,"25.404236,55.239002",3575,207,301
1739471396,2025-02-13T18:29:56Z,FDB920,"25.4077,55.23278",3450,206,301
1739471404,2025-02-13T18:30:04Z,FDB920,"25.411749,55.225628",3300,206,301
1739471413,2025-02-13T18:30:13Z,FDB920,"25.416033,55.21801",3150,205,302
1739471421,2025-02-13T18:30:21Z,FDB920,"25.420176,55.210754",3000,204,302
1739471427,2025-02-13T18:30:27Z,FDB920,"25.42305,55.205738",2925,204,302
1739471435,2025-02-13T18:30:35Z,FDB920,"25.427485,55.197853",2800,200,301
1739471445,2025-02-13T18:30:45Z,FDB920,"25.432371,55.189144",2700,199,301
1739471452,2025-02-13T18:30:52Z,FDB920,"25.435135,55.183716",2650,199,296
1739471454,2025-02-13T18:30:54Z,FDB920,"25.435867,55.181835",2650,199,296
1739471458,2025-02-13T18:30:58Z,FDB920,"25.437012,55.177357",2600,199,290
1739471460,2025-02-13T18:31:00Z,FDB920,"25.437353,55.174896",2600,200,281
1739471463,2025-02-13T18:31:03Z,FDB920,"25.437447,55.17194",2575,201,269
1739471465,2025-02-13T18:31:05Z,FDB920,"25.437353,55.170128",2550,200,265
1739471468,2025-02-13T18:31:08Z,FDB920,"25.436888,55.167171",2525,201,260
1739471471,2025-02-13T18:31:11Z,FDB920,"25.436142,55.164185",2500,202,253
1739471474,2025-02-13T18:31:14Z,FDB920,"25.435444,55.162251",2500,202,251
1739471476,2025-02-13T18:31:16Z,FDB920,"25.434082,55.159302",2475,203,244
1739471478,2025-02-13T18:31:18Z,FDB920,"25.43321,55.157845",2450,204,237
1739471480,2025-02-13T18:31:20Z,FDB920,"25.432186,55.156342",2450,203,232
1739471482,2025-02-13T18:31:22Z,FDB920,"25.430975,55.154839",2425,203,228
1739471484,2025-02-13T18:31:24Z,FDB920,"25.428909,55.15274",2400,204,221
1739471487,2025-02-13T18:31:27Z,FDB920,"25.427391,55.15147",2375,205,216
1739471489,2025-02-13T18:31:29Z,FDB920,"25.425842,55.150402",2375,205,212
1739471491,2025-02-13T18:31:31Z,FDB920,"25.424103,55.149334",2350,205,207
1739471493,2025-02-13T18:31:33Z,FDB920,"25.422409,55.148518",2350,205,203
1739471495,2025-02-13T18:31:35Z,FDB920,"25.420176,55.147686",2325,206,196
1739471497,2025-02-13T18:31:37Z,FDB920,"25.418106,55.147144",2300,206,192
1739471499,2025-02-13T18:31:39Z,FDB920,"25.415846,55.146809",2275,206,187
1739471501,2025-02-13T18:31:41Z,FDB920,"25.414032,55.146687",2275,206,183
1739471504,2025-02-13T18:31:44Z,FDB920,"25.412201,55.146687",2250,206,178
1739471506,2025-02-13T18:31:46Z,FDB920,"25.410278,55.146893",2225,206,173
1739471508,2025-02-13T18:31:48Z,FDB920,"25.40831,55.147297",2225,206,167
1739471510,2025-02-13T18:31:50Z,FDB920,"25.406162,55.147896",2200,205,165
1739471512,2025-02-13T18:31:52Z,FDB920,"25.404301,55.148621",2175,206,161
1739471514,2025-02-13T18:31:54Z,FDB920,"25.402588,55.149384",2175,205,158
1739471516,2025-02-13T18:31:56Z,FDB920,"25.400436,55.150452",2150,205,155
1739471518,2025-02-13T18:31:58Z,FDB920,"25.398605,55.151417",2125,206,154
1739471520,2025-02-13T18:32:00Z,FDB920,"25.396912,55.152332",2100,206,153
1739471522,2025-02-13T18:32:02Z,FDB920,"25.395081,55.153351",2100,206,153
1739471524,2025-02-13T18:32:04Z,FDB920,"25.39357,55.154163",2075,205,153
1739471527,2025-02-13T18:32:07Z,FDB920,"25.391314,55.155411",2075,204,153
1739471529,2025-02-13T18:32:09Z,FDB920,"25.389725,55.1563",2050,203,153
1739471532,2025-02-13T18:32:12Z,FDB920,"25.386658,55.157928",2025,204,153
1739471535,2025-02-13T18:32:15Z,FDB920,"25.384703,55.158985",1975,203,153
1739471537,2025-02-13T18:32:17Z,FDB920,"25.382095,55.160385",1950,203,154
1739471540,2025-02-13T18:32:20Z,FDB920,"25.380478,55.161236",1925,203,154
1739471542,2025-02-13T18:32:22Z,FDB920,"25.378006,55.162556",1925,202,154
1739471550,2025-02-13T18:32:30Z,FDB920,"25.371735,55.165913",1900,200,154
1739471555,2025-02-13T18:32:35Z,FDB920,"25.368164,55.168102",1925,197,148
1739471557,2025-02-13T18:32:37Z,FDB920,"25.366966,55.169037",1925,195,144
1739471559,2025-02-13T18:32:39Z,FDB920,"25.364918,55.171009",1925,195,139
1739471561,2025-02-13T18:32:41Z,FDB920,"25.363678,55.172424",1925,193,132
1739471563,2025-02-13T18:32:43Z,FDB920,"25.36235,55.174152",1900,192,130
1739471565,2025-02-13T18:32:45Z,FDB920,"25.361801,55.174969",1900,191,126
1739471568,2025-02-13T18:32:48Z,FDB920,"25.360245,55.17746",1900,191,123
1739471570,2025-02-13T18:32:50Z,FDB920,"25.35882,55.17992",1925,190,121
1739471572,2025-02-13T18:32:52Z,FDB920,"25.358028,55.181423",1925,190,121
1739471574,2025-02-13T18:32:54Z,FDB920,"25.356903,55.183411",1925,190,121
1739471576,2025-02-13T18:32:56Z,FDB920,"25.356171,55.184734",1925,190,121
1739471578,2025-02-13T18:32:58Z,FDB920,"25.355118,55.186665",1925,190,121
1739471581,2025-02-13T18:33:01Z,FDB920,"25.354164,55.188419",1925,190,121
1739471583,2025-02-13T18:33:03Z,FDB920,"25.353279,55.189976",1925,190,121
1739471585,2025-02-13T18:33:05Z,FDB920,"25.352348,55.191738",1925,190,121
1739471587,2025-02-13T18:33:07Z,FDB920,"25.351501,55.193329",1925,189,120
1739471589,2025-02-13T18:33:09Z,FDB920,"25.35054,55.195057",1925,189,120
1739471591,2025-02-13T18:33:11Z,FDB920,"25.349695,55.196659",1925,189,120
1739471593,2025-02-13T18:33:13Z,FDB920,"25.348764,55.198421",1925,189,120
1739471595,2025-02-13T18:33:15Z,FDB920,"25.347885,55.199993",1925,189,120
1739471603,2025-02-13T18:33:23Z,FDB920,"25.343924,55.207283",1925,189,121
1739471611,2025-02-13T18:33:31Z,FDB920,"25.340292,55.213863",1925,189,121
1739471620,2025-02-13T18:33:40Z,FDB920,"25.336716,55.220387",1925,186,121
1739471628,2025-02-13T18:33:48Z,FDB920,"25.33289,55.227131",1950,179,121
1739471637,2025-02-13T18:33:57Z,FDB920,"25.329258,55.233711",1925,175,121
1739471643,2025-02-13T18:34:03Z,FDB920,"25.326605,55.23848",1925,173,121
1739471651,2025-02-13T18:34:11Z,FDB920,"25.323393,55.244335",1925,170,121
1739471657,2025-02-13T18:34:17Z,FDB920,"25.320694,55.24926",1900,170,121
1739471665,2025-02-13T18:34:25Z,FDB920,"25.317202,55.255531",1800,172,121
1739471674,2025-02-13T18:34:34Z,FDB920,"25.313828,55.261639",1675,170,121
1739471682,2025-02-13T18:34:42Z,FDB920,"25.31044,55.267689",1550,168,121
1739471690,2025-02-13T18:34:50Z,FDB920,"25.306915,55.274048",1450,167,121
1739471699,2025-02-13T18:34:59Z,FDB920,"25.303608,55.280144",1325,167,121
1739471705,2025-02-13T18:35:05Z,FDB920,"25.301376,55.284119",1275,165,121
1739471713,2025-02-13T18:35:13Z,FDB920,"25.297789,55.290562",1125,160,121
1739471722,2025-02-13T18:35:22Z,FDB920,"25.294624,55.296314",1025,157,121
1739471730,2025-02-13T18:35:30Z,FDB920,"25.291458,55.301964",900,154,121
1739471736,2025-02-13T18:35:36Z,FDB920,"25.289364,55.305798",825,152,121
1739471744,2025-02-13T18:35:44Z,FDB920,"25.286133,55.311634",700,150,121
1739471751,2025-02-13T18:35:51Z,FDB920,"25.283844,55.315857",625,151,120
1739471760,2025-02-13T18:36:00Z,FDB920,"25.280685,55.321705",525,152,120
1739471768,2025-02-13T18:36:08Z,FDB920,"25.277435,55.327557",425,152,122
1739471775,2025-02-13T18:36:15Z,FDB920,"25.274979,55.331863",325,154,121
1739471784,2025-02-13T18:36:24Z,FDB920,"25.271627,55.337875",200,154,121
1739471791,2025-02-13T18:36:31Z,FDB920,"25.269058,55.34251",100,152,121
1739471827,2025-02-13T18:37:07Z,FDB920,"25.257328,55.363617",0,0,120
1739471838,2025-02-13T18:37:18Z,FDB920,"25.256081,55.365894",0,0,118
1739471849,2025-02-13T18:37:29Z,FDB920,"25.255554,55.367531",0,29,101
1739471852,2025-02-13T18:37:32Z,FDB920,"25.255508,55.367851",0,26,98
1739471855,2025-02-13T18:37:35Z,FDB920,"25.255474,55.368282",0,23,92
1739471859,2025-02-13T18:37:39Z,FDB920,"25.255463,55.368721",0,18,90
1739471863,2025-02-13T18:37:43Z,FDB920,"25.255474,55.369007",0,13,84
1739471867,2025-02-13T18:37:47Z,FDB920,"25.255554,55.369225",0,11,64
1739471875,2025-02-13T18:37:55Z,FDB920,"25.255928,55.369396",0,11,5
1739471885,2025-02-13T18:38:05Z,FDB920,"25.256311,55.369099",0,11,309
1739471893,2025-02-13T18:38:13Z,FDB920,"25.256578,55.368645",0,15,300
1739471897,2025-02-13T18:38:17Z,FDB920,"25.256731,55.368359",0,15,300
1739471901,2025-02-13T18:38:21Z,FDB920,"25.256847,55.368153",0,15,300
1739471904,2025-02-13T18:38:24Z,FDB920,"25.256973,55.367939",0,12,300
1739471918,2025-02-13T18:38:38Z,FDB920,"25.257248,55.367443",0,6,300
